source_document,chunk_id,text_chunk
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_915,"or both. Non-cognizable Bailable Any Magistrate. 404 Dishonest misappropriation of property, knowing that it was in possession of a deceased person at his death, and that it has not since been in the possession of any person legally entitled to it. Imprisonment for 3 years and fine. Ditto Ditto Magistrate of the first class.. If by clerk or person employed by deceased Imprisonment for 7 years and fine. Ditto Ditto Ditto. 406 Criminal breach of trust Imprisonment for 3 years, or fine, or both. Cognizable Non-bailable Ditto. 407 Criminal breach of trust by a carrier, wharfinger, etc. Imprisonment for 7 years and fine. Ditto Ditto Ditto. 408 Criminal breach of trust by a clerk or servant. Ditto Ditto Ditto Ditto 409 Criminal breach of trust by public servant or by banker, merchant or agent, etc. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Ditto. 411 Dishonestly receiving stolen property knowing it to be stolen. Imprisonment for 3 years, or fine, or both."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_916,"etc. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Ditto. 411 Dishonestly receiving stolen property knowing it to be stolen. Imprisonment for 3 years, or fine, or both. Ditto Ditto Any Magistrate. 412 Dishonestly receiving stolen property, knowing that it was obtained by dacoity. Imprisonment for life, or rigorous imprisonment for 10 years and fine. Ditto Ditto Court of Session. 413 Habitually dealing in stolen property. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Ditto. 414 Assisting in concealment or disposal of stolen property, knowing it to be stolen. Imprisonment for 3 years, or fine, or both. Ditto Ditto Any Magistrate. 417 Cheating Imprisonment for 1 year, or fine, or both. Non-cognizable Bailable Ditto. 418 Cheating a person whose interest the offender was bound, either by law or by legal contract, to protect. Imprisonment for 3 years, or fine, or both. Ditto Ditto Ditto. 419 Cheating by personation . Ditto Cognizable"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_917,"whose interest the offender was bound, either by law or by legal contract, to protect. Imprisonment for 3 years, or fine, or both. Ditto Ditto Ditto. 419 Cheating by personation . Ditto Cognizable Ditto Ditto. 420 Cheating and thereby dishonestly inducing delivery of property, or the making, alteration or destruction of a valuable security. Imprisonment for 7 years and fine. Ditto Non-bailable Magistrate of the first class. 421 Fraudulent removal or concealment of property, etc., to prevent distribution among creditors. Imprisonment for 2 years, or fine, or both. Non-cognizable Bailable Any Magistrate. 422 Fraudulently preventing from being made available for his creditors a debt or demand due to the offender. Imprisonment for 2 years, or fine, or both. Non-cognizable Bailable Any Magistrate. 423 Fraudulent execution of deed of transfer containing a false statement of consideration. Ditto Ditto Ditto Ditto. 424 Fraudulent removal or concealment of property, of himself or any other"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_918,"423 Fraudulent execution of deed of transfer containing a false statement of consideration. Ditto Ditto Ditto Ditto. 424 Fraudulent removal or concealment of property, of himself or any other person or assisting in the doing thereof, or dishonestly releasing any demand or claim to which he is entitled. Ditto Ditto Ditto Ditto. 218 1 2 3 4 5 6 426 Mischief Imprisonment for 3 months or fine, or both. Ditto Ditto Ditto. 427 Mischief, and thereby causing damage to the amount of 50 rupees or upwards. Imprisonment for 2 years, or fine, or both. Ditto Ditto Ditto. 428 Mischief by killing, poisoning, maiming or rendering useless any animal of the value of 10 rupees or upwards. Ditto Cognizable Ditto Ditto. 429 Mischief by killing, poisoning, maiming or rendering useless any elephant, camel, horse, etc., whatever may be its value, or any other animal of the value of 50 rupees or upwards. Imprisonment for 5 years, or fine, or both. Ditto Ditto Magistrate of the first class. 430 Mischief by"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_919,"etc., whatever may be its value, or any other animal of the value of 50 rupees or upwards. Imprisonment for 5 years, or fine, or both. Ditto Ditto Magistrate of the first class. 430 Mischief by causing diminution of supply of water for agricultural purposes, etc. Ditto Ditto Ditto Ditto. 431 Mischief by injury to public road, bridge, navigable river, or navigable channel, and rendering it impassable or less safe for travelling or conveying property. Ditto Ditto Ditto Ditto. 432 Mischief by causing inundation or obstruction to public drainage attended with damage. Ditto Ditto Ditto Ditto. 433 Mischief by destroying or moving or rendering less useful a lighthouse or seamark, or by exhibiting false lights. Imprisonment for 7 years, or fine, or both. Ditto Ditto Ditto. 434 Mischief by destroying or moving, etc., a landmark fixed by public authority. Imprisonment for 1 year, or fine, or both. Non-cognizable Ditto Any Magistrate. 435 Mischief by fire or explosive substance with intent to"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_920,"or moving, etc., a landmark fixed by public authority. Imprisonment for 1 year, or fine, or both. Non-cognizable Ditto Any Magistrate. 435 Mischief by fire or explosive substance with intent to cause damage to an amount of 100 rupees or upwards, or, in case of agricultural produce, 10 rupees or upwards. Imprisonment for 7 years and fine. Cognizable Ditto Magistrate of the first class. 436 Mischief by fire or explosive substance with intent to destroy a house, etc. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Non-bailable Court of Session. 437 Mischief with intent to destroy or make unsafe a decked vessel or a vessel of 20 tonnes burden. Imprisonment for 10 years and fine. Ditto Ditto Ditto. 438 The mischief described in the last section when committed by fire or any explosive substance. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Ditto. 439 Running vessel ashore with intent to commit theft, etc. Imprisonment for 10 years and fine."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_921,"explosive substance. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Ditto. 439 Running vessel ashore with intent to commit theft, etc. Imprisonment for 10 years and fine. Ditto Ditto Ditto. 440 Mischief committed after preparation made for causing death, or hurt, etc. Imprisonment for 5 years and fine. Ditto Bailable Magistrate of the first class. 447 Criminal trespass Imprisonment for 3 months, or fine of 500 rupees, or both. Ditto Ditto Any Magistrate. 448 House-trespass Imprisonment for 1 year, or fine of 1,000 rupees, or both. Ditto Ditto Ditto. 219 1 2 3 4 5 6 449 House-trespass in order to the commission of an offence punishable with death. Imprisonment for life, or rigorous imprisonment for 10 years and fine. Cognizable Non-bailable Court of Session. 450 House-trespass in order to the commission of an offence punishable with imprisonment for life. Imprisonment for 10 years and fine. Ditto Ditto Ditto. 451 House-trespass in order to the commission of"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_922,"House-trespass in order to the commission of an offence punishable with imprisonment for life. Imprisonment for 10 years and fine. Ditto Ditto Ditto. 451 House-trespass in order to the commission of an offence punishable with imprisonment. Imprisonment for 2 years and fine. Ditto Bailable Any Magistrate. If the offence is theft Imprisonment for 7 years and fine. Ditto Non-bailable Ditto. 452 House-trespass, having made preparation for causing hurt, assault, etc. Ditto Ditto Ditto Ditto. 453 Lurking house-trespass or house-breaking. Imprisonment for 2 years and fine. Ditto Ditto Ditto. 454 Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment. Imprisonment for 3 years and fine. Ditto Ditto Ditto. If the offence be theft Imprisonment for 10 years and fine. Ditto Ditto Magistrate of the first class. 455 Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc. Ditto Ditto Ditto Ditto. 456"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_923,"for 10 years and fine. Ditto Ditto Magistrate of the first class. 455 Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc. Ditto Ditto Ditto Ditto. 456 Lurking house-trespass or house-breaking by night. Imprisonment for 3 years and fine. Ditto Ditto Any Magistrate. 457 Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment. Imprisonment for 5 years and fine. Ditto Ditto Magistrate of the first class. If the offence is theft Imprisonment for 14 years and fine. Ditto Ditto Ditto. 458 Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc. Ditto Ditto Ditto Ditto. 459 Grievous hurt caused whilst committing lurking house-trespass or house-breaking. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Court of Session. 460 Death or grievous hurt caused by one of several persons jointly concerned in housebreaking by night,"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_924,"Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Court of Session. 460 Death or grievous hurt caused by one of several persons jointly concerned in housebreaking by night, etc. Ditto Ditto Ditto Ditto. 461 Dishonestly breaking open or unfastening any closed receptacle containing or supposed to contain property. Imprisonment for 2 years or fine, or both. Ditto Ditto Any Magistrate. 462 Being entrusted with any closed receptacle containing or supposed to contain any property, and fraudulently opening the same. Imprisonment for 3 years or fine, or both. Ditto Bailable Ditto CHAPTER XVIII.—OFFENCES RFLATING TO DOCUMENTS AND TO PROPERTY MARKS 465 Forgery Imprisonment for 2 years, or fine, or both. Non-cognizable Bailable Magistrate of the first class. 466 Forgery of a record of a Court of Justice or of a Registrar of Births, etc., kept by a public servant. Imprisonment for 7 years and fine Ditto Non-bailable Ditto. 467 Forgery of a valuable security, will, or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_925,"of a record of a Court of Justice or of a Registrar of Births, etc., kept by a public servant. Imprisonment for 7 years and fine Ditto Non-bailable Ditto. 467 Forgery of a valuable security, will, or authority to make or transfer any valuable security, or to receive any money, etc. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Ditto Ditto. When the valuable security is a promissory note of the Central Government. Ditto Cognizable Ditto Ditto. 220 1 2 3 4 5 6 468 Forgery for the purpose of cheating. Imprisonment for 7 years and fine. Cognizable Non-bailable Magistrate of the first class. 469 Forgery for the purpose of harming the reputation of any person or knowing that it is likely to be used for that purpose. Imprisonment for 3 years and fine. Ditto Bailable Ditto. 471 Using as genuine a forged document which is known to be forged. Punishment for forgery of such document. Ditto Ditto Ditto. When the forged document is a promissory note of the Central Government."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_926,"Using as genuine a forged document which is known to be forged. Punishment for forgery of such document. Ditto Ditto Ditto. When the forged document is a promissory note of the Central Government. Ditto Ditto Ditto Ditto. 472 Making or counterfeiting a seal, plate, etc., with intent to commit a forgery punishable under section 467 of the Indian Penal Code, or possessing with like intent any such seal, plate, etc., knowing the same to be counterfeit. Imprisonment for life, or imprisonment for 7 years and fine. Ditto Ditto Ditto. 473 Making or counterfeiting a seal, plate, etc., with intent to commit a forgery punishable otherwise than under section 467 of the Indian Penal Code, or possessing with like intent any such seal, plate, etc., knowing the same to be counterfeit. Imprisonment for 7 years and fine. Ditto Ditto Ditto. 474 Having possession of a document, knowing it to be forged, with intent to use it as genuine; if the document is one of the description mentioned in section 466"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_927,"7 years and fine. Ditto Ditto Ditto. 474 Having possession of a document, knowing it to be forged, with intent to use it as genuine; if the document is one of the description mentioned in section 466 of the Indian Penal Code. Ditto. Ditto. Ditto. Ditto. If the document is one of the description mentioned in section 467 of the Indian Penal Code. Imprisonment for life, or imprisonment for 7 years and fine. Non-cognizable Ditto Ditto. 475 Counterfeiting a device or mark used for authenticating documents described in section 467 of the Indian Penal Code, or possessing counterfeit marked material. Ditto. Ditto. Ditto. Ditto. 476 Counterfeiting a device or mark used for authenticating documents other than those described in section 467 of the Indian Penal Code, or possessing counterfeit marked material. Imprisonment for 7 years and fine. Ditto Non-bailable Ditto. 477 Fraudulently destroying or defacing, or attempting to destroy or deface, or secreting, a will, etc. Imprisonment for life, or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_928,"Imprisonment for 7 years and fine. Ditto Non-bailable Ditto. 477 Fraudulently destroying or defacing, or attempting to destroy or deface, or secreting, a will, etc. Imprisonment for life, or imprisonment for 7 years and fine. Ditto Ditto. Ditto. 477A Falsification of accounts. Imprisonment for 7 years or fine, or both. Ditto Bailable Ditto. 482 Using a false property mark with intent to deceive or injure any person. Imprisonment for 1 year, or fine, or both. Ditto Ditto Any Magistrate. 483 Counterfeiting a property mark used by another, with intent to cause damage or injury. Imprisonment for 2 years, or fine, or both. Ditto Ditto Ditto. 484 Counterfeiting a property mark used by a public servant, or any mark used by him to denote the manufacture, quality, etc., of any property. Imprisonment for 3 years and fine. Ditto Ditto Magistrate of the first class. 485 Fraudulently making or having possession of any die, plate or other instrument for counterfeiting any public or private property"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_929,"for 3 years and fine. Ditto Ditto Magistrate of the first class. 485 Fraudulently making or having possession of any die, plate or other instrument for counterfeiting any public or private property mark. Imprisonment for 3 years, or fine, or both. Ditto. Ditto. Ditto. 221 1 2 3 4 5 6 486 Knowingly selling goods marked with a counterfeit property mark. Imprisonment for 1 year, or fine, or both. Non-cognizable Bailable Any Magistrate. 487 Fraudulently making a false mark upon any package or receptacle containing goods, with intent to cause it to be believed that it contains goods, which it does not contain, etc. Imprisonment for 3 years, or fine, or both. Ditto Ditto Ditto. 488 Making use of any such false mark. Ditto Ditto Ditto Ditto. 489 Removing, destroying or defacing property mark with intent to cause injury. Imprisonment for 1 year, or fine, or both. Ditto Ditto Ditto. 489A Counterfeiting currency-notes or bank-notes. Imprisonment for life, or imprisonment for 10 years and fine."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_930,"intent to cause injury. Imprisonment for 1 year, or fine, or both. Ditto Ditto Ditto. 489A Counterfeiting currency-notes or bank-notes. Imprisonment for life, or imprisonment for 10 years and fine. Cognizable Non-bailable Court of Session. 489B Using as genuine forged or counterfeit currency-notes or banknotes. Ditto Ditto Ditto Ditto. 489C Possession of forged or counterfeit currency-notes or bank-notes. Imprisonment for 7 years, or fine, or both. Ditto Bailable Ditto. 489D Making or possessing machinery, instrument or material for forging or counterfeiting currency-notes or bank-notes. Imprisonment for life, or imprisonment for 10 years and fine. Ditto Non-bailable Ditto. 489E Making or using documents resembling currency-notes or banknotes. Fine of 100 rupees. Non-cognizable Bailable Any Magistrate. On refusal to disclose the name and address of the printer. Fine of 200 rupees. Ditto Ditto Ditto. CHAPTER XIX.—CRIMINAL BREACH OF CONTRACTS OF SERVICE 491 Being bound to attend on or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_931,"Any Magistrate. On refusal to disclose the name and address of the printer. Fine of 200 rupees. Ditto Ditto Ditto. CHAPTER XIX.—CRIMINAL BREACH OF CONTRACTS OF SERVICE 491 Being bound to attend on or supply the wants of a person who is helpless from youth, unsoundness of mind or disease, and voluntarily omitting to do so. Imprisonment for 3 months, or fine of 200 rupees, or both. Non-cognizable Bailable Any Magistrate. CHAPTER XX.—OFFENCES RELATING TO MARRIAGE 493 A man by deceit causing a woman not lawfully married to him to believe, that she is lawfully married to him and to cohabit with him in that belief. Imprisonment for 10 years and fine. Non-cognizable Non-bailable Magistrate of the first class. 494 Marrying again during the life time of a husband or wife. Imprisonment for 7 years and fine. Ditto Bailable Ditto. 495 Same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted. Imprisonment for 10 years and fine. Ditto Ditto"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_932,"and fine. Ditto Bailable Ditto. 495 Same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted. Imprisonment for 10 years and fine. Ditto Ditto Ditto. 496 A person with fraudulent intention going through the ceremony of being married, knowing that he is not thereby lawfully married. Imprisonment for 7 years and fine. Ditto Ditto Ditto. 497 Adultery Imprisonment for 5 years, or fine, or both. Ditto Ditto Ditto. 498 Enticing or taking away or detaining with a criminal intent a married woman. Imprisonment for 2 years, or fine, or both. Ditto Ditto Any Magistrate. 222 1 2 3 4 5 6 1[CHAPTER XXA.—OF CRUELTY BY HUSBAND OR RELATIVES OF HUSBAND 498A Punishment for subjecting a married woman to cruelty. Imprisonment for three years and fine. Cognizable if information relating to the commission of the offence is given to an officer in charge of a police station by the person aggrieved by the offence or by any person related to her by blood,"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_933,"if information relating to the commission of the offence is given to an officer in charge of a police station by the person aggrieved by the offence or by any person related to her by blood, marriage or adoption or if there is no such relative, by any public servant belonging to such class or category as may be notified by the State Government in this behalf. Non-bailable Magistrate of the first class.] CHAPTER XXI.—DEFAMATION 500 Defamation against the President or the Vice-President or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor. Simple imprisonment for 2 years, or fine, or both. Non-cognizable Bailable Court of Session. Defamation in any other case Ditto Ditto Ditto Magistrate of the first class. 501(a) Printing or engraving matter knowing it to be defamatory against the President or the Vice-President or the Governor of a"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_934,"in any other case Ditto Ditto Ditto Magistrate of the first class. 501(a) Printing or engraving matter knowing it to be defamatory against the President or the Vice-President or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor. Ditto Ditto Ditto Court of Session. (b) Printing or engraving matter knowing it to be defamatory, in any other case. Ditto Ditto Ditto Magistrate of the first class. 502(a) Sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter against the President or the VicePresident or the Governor of a State or Administrator of a Union territory or a Minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor. Ditto Ditto Ditto Court of Session. (b) Sale of printed or engraved substance"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_935,"of his conduct in the discharge of his public functions when instituted upon a complaint made by the Public Prosecutor. Ditto Ditto Ditto Court of Session. (b) Sale of printed or engraved substance containing defamatory matter, knowing it to contain such matter in any other case. Ditto Ditto Ditto Magistrate of the first class. 1. Ins. by Act 46 of 1983, s. 6 (w.e.f. 25-12-1983). 223 1 2 3 4 5 6 CHAPTER XXII.—CRIMINAL INTIMIDATIONS, INSULT AND ANNOYANCE 504 Insult intended to provoke breach of the peace. Imprisonment for 2 years, or fine, or both. Non-cognizable Bailable Any Magistrate. 505 False statement, rumour, etc., circulated with intent to cause mutiny or offence against the public peace. Imprisonment for 3 years, or fine, or both. Ditto Non-bailable Ditto. False statement, rumour, etc., with intent to create enmity, hatred or illwill between different classes. Ditto Cognizable Ditto Ditto. False statement, rumour, etc., made in place of worship, etc., with intent to create"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_936,"etc., with intent to create enmity, hatred or illwill between different classes. Ditto Cognizable Ditto Ditto. False statement, rumour, etc., made in place of worship, etc., with intent to create enmity, hatred or ill-will. Imprisonment for 5 years and fine. Ditto Ditto Ditto. 506 Criminal intimidation. Imprisonment for 2 years, or fine, or both. Non-cognizable Bailable Ditto. If threat be to cause death or grievous hurt, etc. Imprisonment for 7 years, or fine, or both. Ditto Ditto Magistrate of the first class. 507 Criminal intimidation by anonymous communication or having taken precaution to conceal whence the threat comes. Imprisonment for 2 years, in addition to the punishment under above section. Ditto Ditto Ditto. 508 Act caused by inducing a person to believe that he will be rendered an object of Divine displeasure. Imprisonment for 1 year, or fine, or both. Ditto Ditto Any Magistrate. 509 Uttering any word or making any gesture intended to insult the modesty of a woman, etc."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_937,"an object of Divine displeasure. Imprisonment for 1 year, or fine, or both. Ditto Ditto Any Magistrate. 509 Uttering any word or making any gesture intended to insult the modesty of a woman, etc. 1[Simple imprisonment for 3 years and with fine.] Cognizable Ditto Ditto. 510 Appearing in a public place, etc., in a state of intoxication, and causing annoyance to any person. Simple imprisonment for 24 hours, or fine of 10 rupees, or both. Non-cognizable Ditto Ditto. CHAPTER XXIII.—ATTEMPTS TO COMMIT OFFENCES 511 Attempting to commit offences punishable with imprisonment for life, or imprisonment, and in such attempt doing any act towards the commission of the offence. Imprisonment for life, or imprisonment not exceeding half.of the longest term, provided for the offence, or fine, or both According as the offence is cognizable or non-cognizable. According as the offence attempted by the offender is bailable or not. The court by which the offence attempted is triable. II.—CLASSIFICATION OF"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_938,"as the offence is cognizable or non-cognizable. According as the offence attempted by the offender is bailable or not. The court by which the offence attempted is triable. II.—CLASSIFICATION OF OFFENCES AGAINST OTHER LAWS Offence Cognizable or noncognizable Bailable or nonbailable By what court triable If punishable with death, imprisonment for life, or imprisonment for more than 7 years Cognizable Non-bailable Court of Session. If punishable with imprisonment for 3 years and upwards but not more than 7 years Ditto Ditto Magistrate of the first class. If punishable with imprisonment for less than 3 years or with fine only. Noncognizable Bailable Any Magistrate. 1. Subs. by Act 13 of 2013, s. 24, for the word “Simple imprisonment for 1 year, or fine, or both,” occurring made in column 3, relating to s. 509 (w.e.f. 3-2-2013). 224 STATE AMENDMENTS Chhattisgarh In First Schedule to the Code, under the heading “1. —OFFENCES UNDER THE INDIAN PENAL CODE, 1860” — (a) In the entries relating"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_939,"relating to s. 509 (w.e.f. 3-2-2013). 224 STATE AMENDMENTS Chhattisgarh In First Schedule to the Code, under the heading “1. —OFFENCES UNDER THE INDIAN PENAL CODE, 1860” — (a) In the entries relating to Section 211, the following entries shall be added, namely: — Section Offence Punishment Cognizable or non-cognizable Bailable or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) ... If offence charged be punishable under Ss. 354, 354A, 354B, 354C, 354D, 354E, 376B, 376C, 376F, 509, 509A or 509B. Imprisonment not less than 3 years but which may extend to 5 years and fine. Non-Cognizable Bailable Magistrate of the first class. (b) In the entries relating to Section 354, the following entries shall be added, namely: — Section Offence Punishment Cognizable or non-cognizable Bailable or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) ... If committed by relative of the woman. Imprisonment not less than 2 years but which may extend to 7 years and fine. Cognizable"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_940,"or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) ... If committed by relative of the woman. Imprisonment not less than 2 years but which may extend to 7 years and fine. Cognizable NonBailable Magistrate of the first class. (C) After the entries relating to Section 354D, the following shall be inserted, namely: — Section Offence Punishment Cognizable or non-cognizable Bailable or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) 354E Liability of person present who fails to prevent the commission of offence under Ss. 354, 354A, 354B, 354C or 354D. Imprisonment upto 3 years or fine or both. Cognizable Bailable Any Magistrate. (d) After the entries relating of Section 376E, the following shall be inserted, namely: — Section Offence Punishment Cognizable or non-cognizable Bailable or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) 376F Liability of person in-charge of any work Imprisonment upto 3 Cognizable NonMagistrate of 225 place and others to give"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_941,"Bailable or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) 376F Liability of person in-charge of any work Imprisonment upto 3 Cognizable NonMagistrate of 225 place and others to give information about offence. years and fine. Bailable first class. (e) After the entries relating to Section 509, the following shall be inserted, namely: — Section Offence Punishment Cognizable or non-cognizable Bailable or nonbailable By what Court triable (1) (2) (3) (4) (5) (6) 509A Sexual harassment by relative. Rigorous imprisonment not less than 1 year but which may extend upto 5 years and fine. Cognizable NonBailable Magistrate of first class. 509B Sexual harassment by electronic modes. Rigorous imprisonment not less than 6 months but which may extend upto 2 years and fine. Cognizable NonBailable Magistrate of first class,] [Vide Chhattisgarh Act 25 of 2015, s. 13] Gujarat In the Code of Criminal Procedure, 1973, in the First Schedule, in the table, under the heading “Chapter"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_942,"NonBailable Magistrate of first class,] [Vide Chhattisgarh Act 25 of 2015, s. 13] Gujarat In the Code of Criminal Procedure, 1973, in the First Schedule, in the table, under the heading “Chapter XVII-Offences against Property”, after section 379, the following shall be inserted, namely: — Section Offence Punishment Cognizable or Non-cognizable Bailable or Nonbailable By what court triable (1) (2) (3) (4) (5) (6) “379A Attempt to commit snatching Rigorous imprisonment of not less than five years but which may extend to ten years, and fine of 25,000 rupees. Cognizable Non-bailable Court of Session Committing snatching Rigorous imprisonment of not less than seven years but which may extend to ten years, and fine of 25,000 rupees. Ditto Ditto Ditto. Causing hurt or wrongful restraint or fear of hurt, in order to effect escape after attempting to commit or after committing snatching Rigorous imprisonment which may extend to three years, in addition to punishment under other sub-sections."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_943,"of hurt, in order to effect escape after attempting to commit or after committing snatching Rigorous imprisonment which may extend to three years, in addition to punishment under other sub-sections. Ditto Ditto Ditto. 226 379B Snatching, after preparation having been made for causing death, or hurt, or restraint, in order to the committing of such snatching, or to retaining property taken by it. Rigorous imprisonment f not less than seven years but which may extend to ten year, and fine of 25,000 rupees. Ditto Ditto Ditto.”. [Vide Gujrat Act 6 of 2019, s. 3.] Madhya Pradesh Amendment of First Schedule.- In the First Schedule to the principal Act, under the heading “IOFFENCES UNDER THE INDIAN PENAL CODE”, after the entries relating to section 354, the following entries shall be inserted, namely:- Section Offence Punishment Cognizable or Non-cognizable Bailable or Nonbailable By what court triable (1) (2) (3) (4) (5) (6) “354-A Assault or use of Criminal force to woman with intent to"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_944,"namely:- Section Offence Punishment Cognizable or Non-cognizable Bailable or Nonbailable By what court triable (1) (2) (3) (4) (5) (6) “354-A Assault or use of Criminal force to woman with intent to disrobe her. Imprisonment of not less than one year but which may extend to ten years and fine. Cognizable Non-bailable Court of Session” [Vide Madhya Pradesh Act 15 of 2004, s. 5.] Madhya Pradesh Amendment of the First Schedule.—In the First Schedule to the principal Act, under the heading “I-Offences under the Indian Penal Code”, in column 6 against section 317, 318, 326, 363, 363A, 365, 377, 392, 393, 394, 409, 435, 466, 467, 468, 471, 472, 473, 474, 475, 476, 477 and 477A, for the words, “Magistrate of the first class”, wherever they occur, the words “Court of Session” shall be substituted. [Vide Madhya Pradesh Act 2 of 2008, s. 4.] Maharashtra In the First Schedule to the Code of Criminal Procedure, under heading “I,- OFFENCES UNDER THE INDIAN PENAL CODE”,- (i) for the entry relating"
